amount,project,uuid,provider,currency,Legal entity,operation_type,date,buyer_country
648.07,projectC,1e13b746-7fb3-4045-82e9-ccd1412d113a,stripe,USD,proto-m,DISCOUNT_FEE,10/8/2025,KM
380.61,projectB,7faf21fe-a25d-421c-b8e8-e77a559e5cef,FS Acquiring,GBP,proto-m,REFUND,10/3/2025,KW
73.62,projectA,f958462f-fa53-466b-8cc2-87948a055b8b,stripe,GBP,proto-m,CAPTURE_FEE,10/9/2025,GB
540.85,projectC,2758cb2e-281b-48b8-b40e-eb99e041a615,FS Acquiring,GBP,ninja corp,SALE,10/11/2025,MQ
639.64,projectB,f7545127-580c-4409-8738-faf76ead564b,stripe,EUR,metasa-m,CAPTURE_FEE,10/25/2025,SX
468.81,projectB,8da30561-9c9a-44de-89e9-123543db10e6,stripe,EUR,proto-m,DISCOUNT_FEE,10/2/2025,GQ
727.58,projectC,231f0a37-e551-4a1a-b886-2ffb4592fa45,stripe,GBP,metasa-m,CAPTURE_FEE,10/12/2025,ML
901.24,projectC,ddf754a6-f2c6-4cbf-b30d-22f0326db0b8,stripe,EUR,ninja corp,SALE,10/13/2025,KH
419.85,projectA,6d845a8e-e6fd-437d-89a3-2b5ded6291cb,stripe,EUR,proto-m,VAT,10/23/2025,BT
868.98,projectA,6165b912-b371-4509-be54-b37bc2915829,Nuvei,EUR,metasa-m,DISCOUNT_FEE,10/16/2025,MX
522.91,projectB,931f0794-9d7a-4aca-ad16-f7d08949d3fb,stripe,GBP,metasa-m,VAT,10/26/2025,MQ
802.57,projectA,70976009-7e40-4ce9-8d08-97e75023aa15,FS Acquiring,USD,ninja corp,CHARGEBACK,10/23/2025,OM
797.42,projectA,42efd067-cc76-43d8-8c80-b3dd043d7713,stripe,USD,ninja corp,SALE,10/27/2025,TV
520.62,projectC,91433c74-9452-4190-aaf3-533fb69da7fb,FS Acquiring,USD,proto-m,VAT,10/6/2025,IE
129.79,projectC,24a6c104-b414-4002-ba07-e6131fd079fc,stripe,GBP,ninja corp,DISCOUNT_FEE,10/28/2025,TW
471.02,projectB,22e93a76-8681-494f-b384-a32c4c7224ef,FS Acquiring,USD,metasa-m,DISCOUNT_FEE,10/14/2025,AQ
434.21,projectB,4f88a771-889c-46ab-99ca-362de7f85872,FS Acquiring,USD,ninja corp,DISCOUNT_FEE,10/1/2025,TL
169.82,projectB,9879a76f-d143-494e-8d6c-f1a9b37a8d5c,Nuvei,GBP,metasa-m,CAPTURE_FEE,10/17/2025,JO
951.9,projectC,6b37cb10-6b09-4526-9ad5-1edbe875e8f4,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/17/2025,TV
954.76,projectB,1d74c1ad-de7c-4355-86dd-bb35ab21c8cf,Nuvei,GBP,metasa-m,DISCOUNT_FEE,10/30/2025,RU
262.86,projectB,22a8263d-9cb4-494a-ba73-aa6fc20fe821,FS Acquiring,GBP,proto-m,CAPTURE_FEE,10/4/2025,PH
79.25,projectC,2ad405ab-c283-45d4-8ed6-64940c2489a4,Nuvei,GBP,ninja corp,CHARGEBACK,10/29/2025,GI
315.19,projectA,73a2ec5b-5a2c-4315-88f2-2e653d0bb40b,Nuvei,EUR,metasa-m,REFUND,10/7/2025,FI
19.84,projectC,e9f6444e-4d31-4fdf-aced-d5a8eee0e15f,FS Acquiring,EUR,metasa-m,VAT,10/6/2025,LR
335.39,projectB,cc6acfa4-68e3-466f-ae7c-e3a26d947659,stripe,EUR,proto-m,CAPTURE_FEE,10/15/2025,ME
655,projectC,0f8a9417-721b-4e57-9fea-03088cea77c3,FS Acquiring,GBP,proto-m,CHARGEBACK,10/12/2025,BY
660.61,projectB,f76a1d08-7e42-458d-bcf2-0fdaeb4aa696,stripe,USD,ninja corp,REFUND,10/5/2025,ZA
361.26,projectC,917b1d75-a6c0-4428-8771-adce2a5bbc46,FS Acquiring,EUR,metasa-m,SALE,10/5/2025,EH
995.13,projectC,06030e2a-fc16-43ea-9266-bff00e1b30ee,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/26/2025,PH
778.29,projectB,f7423a4c-a816-4427-886e-6394db3a21c4,Nuvei,GBP,proto-m,CAPTURE_FEE,10/5/2025,MP
81.32,projectA,1d39ac59-5d2f-4ec3-8219-6febea0dfc71,stripe,GBP,proto-m,CHARGEBACK,10/19/2025,ER
501.26,projectB,0080a14c-dd5b-4086-9255-dd617f1d06cb,FS Acquiring,GBP,proto-m,CAPTURE_FEE,10/3/2025,CD
801.01,projectC,778d192b-22bd-49a5-8642-3600f5aa4d19,Nuvei,EUR,proto-m,DISCOUNT_FEE,10/15/2025,AF
389.93,projectB,b535387c-7a99-47ef-a0fd-31055de0097c,stripe,EUR,ninja corp,SALE,10/22/2025,NA
245.89,projectC,b6d12d19-8e21-4f55-9301-b6fe9c7b2d36,stripe,USD,ninja corp,CHARGEBACK,10/6/2025,CI
144.87,projectA,00399f34-0e1e-4a5b-881f-79845e7423f9,FS Acquiring,EUR,ninja corp,CHARGEBACK,10/30/2025,MW
341.21,projectA,e5cc96e2-a200-4cd1-b1a9-9f2fd920aa14,Nuvei,GBP,ninja corp,VAT,10/20/2025,VN
484.62,projectC,cdd35eac-9d99-47e7-af99-6ae6a593c6f2,Nuvei,GBP,proto-m,DISCOUNT_FEE,10/30/2025,RS
271.99,projectC,b2761093-64ec-4eb9-af4f-eaa12aaa4da1,FS Acquiring,USD,ninja corp,SALE,10/18/2025,ZA
413.56,projectC,3d6f1a12-0d41-440b-aa52-b441da77d807,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/14/2025,LY
679.03,projectC,3768cf5d-b230-4d0d-a1d3-75289ca930af,FS Acquiring,EUR,metasa-m,REFUND,10/19/2025,MT
196.53,projectB,e400c7ea-b017-4a73-a042-b00162f2f880,stripe,EUR,metasa-m,SALE,10/11/2025,DM
623.66,projectA,ec313ce6-e0b8-431c-beb9-b91717176fdd,Nuvei,EUR,ninja corp,CHARGEBACK,10/6/2025,MZ
908.14,projectC,c54fb4e6-7dbd-4c8d-a4f8-66495a8ebe93,stripe,EUR,ninja corp,DISCOUNT_FEE,10/5/2025,DO
993.63,projectA,e6774274-afe0-4706-b281-7e6963d66482,FS Acquiring,USD,metasa-m,VAT,10/4/2025,IE
121.42,projectA,6cec79a0-c35b-4521-b5db-5a181eae6b73,stripe,EUR,ninja corp,VAT,10/21/2025,IN
350.8,projectB,9cf4a899-0b97-421a-8535-d963cef2fdf3,FS Acquiring,EUR,proto-m,VAT,10/27/2025,MY
431.4,projectB,26986783-44e6-4bf2-b1db-d4b3744ec56e,Nuvei,EUR,proto-m,SALE,10/14/2025,FM
705.61,projectB,6ea802b1-9ded-4135-a055-c9dfb63fa4ed,FS Acquiring,GBP,ninja corp,REFUND,10/19/2025,LS
14.08,projectA,4717a1a2-4126-48a9-a0be-41b73e8a9446,stripe,GBP,ninja corp,REFUND,10/16/2025,ES
354.87,projectA,d2dd163c-b4a3-4d4d-adb3-27fe6da3a686,FS Acquiring,USD,ninja corp,DISCOUNT_FEE,10/1/2025,CH
188.86,projectB,ebdc6023-7797-4884-bd27-4eb65cb4f46e,Nuvei,EUR,ninja corp,DISCOUNT_FEE,10/4/2025,MD
582.33,projectA,e10fb967-106d-422b-a11a-95687c4ff131,stripe,EUR,metasa-m,VAT,10/23/2025,GH
672.6,projectB,7d223166-6ae6-4f52-af8f-bff056ec89ff,stripe,EUR,metasa-m,SALE,10/7/2025,NO
333.27,projectC,39da94f1-2947-4f14-b2c8-c94ec350fcff,stripe,USD,ninja corp,VAT,10/28/2025,SC
869.54,projectB,95312bf2-0d83-46cd-aebb-257a7384caf8,FS Acquiring,EUR,metasa-m,VAT,10/16/2025,JP
869.34,projectA,851858cc-61d7-466d-9a5e-4291c9523047,stripe,USD,proto-m,DISCOUNT_FEE,10/15/2025,BV
426.65,projectB,203b26b7-b2ae-4b16-ab87-1c352c691926,Nuvei,EUR,proto-m,VAT,10/3/2025,SC
332.36,projectB,3f7a9835-3586-495c-b1ec-493fedf5b4fa,stripe,USD,ninja corp,CAPTURE_FEE,10/15/2025,CI
786.76,projectA,bab69699-b65f-4105-8459-7ecba3b6583a,Nuvei,EUR,proto-m,SALE,10/2/2025,BA
878.5,projectB,c13fb9e5-dedf-470d-a1a0-636554ea8f04,Nuvei,USD,ninja corp,VAT,10/13/2025,RS
499.41,projectA,71589263-2b96-4fc1-bf86-2c8a7b29e2b1,FS Acquiring,GBP,proto-m,CHARGEBACK,10/18/2025,YT
163.12,projectC,b85f4619-9b86-4a68-9ba4-8d46d03de114,Nuvei,GBP,metasa-m,REFUND,10/4/2025,VU
880.58,projectC,180508db-9250-4168-b852-0f8188e73796,stripe,USD,proto-m,CHARGEBACK,10/21/2025,LU
916.86,projectB,07913971-8fcc-4140-996f-56ebbc875059,FS Acquiring,GBP,proto-m,REFUND,10/13/2025,GP
927.85,projectC,b951543f-10a8-402b-b48d-88264fb63f01,stripe,USD,proto-m,DISCOUNT_FEE,10/12/2025,HN
795.29,projectC,9a0cf2ed-d1d6-4694-ad71-dfd00506f020,Nuvei,GBP,metasa-m,CAPTURE_FEE,10/3/2025,BG
837.86,projectB,83195731-7ab0-40a1-8f32-8c83a410a301,stripe,GBP,ninja corp,SALE,10/23/2025,GP
390.91,projectC,52b29ffc-99ba-4223-9c58-bb215a737529,stripe,EUR,ninja corp,CHARGEBACK,10/19/2025,LY
798.96,projectB,c3a3c713-4685-4877-9241-aa7a5d82a846,stripe,GBP,metasa-m,CHARGEBACK,10/19/2025,PH
543.86,projectA,149d6275-7055-40e9-95b4-e626afbb81b4,FS Acquiring,EUR,proto-m,SALE,10/25/2025,DK
72.37,projectC,68f4b060-a24c-4195-9042-c877263b9fe8,FS Acquiring,EUR,ninja corp,CAPTURE_FEE,10/21/2025,MA
81.65,projectC,598d7939-8ccd-4e96-b8d6-5d4ade2ac0c4,stripe,EUR,metasa-m,REFUND,10/18/2025,IS
497.52,projectB,d8adffc1-0d3d-4f42-959d-4664fd5ea9cb,stripe,EUR,proto-m,CAPTURE_FEE,10/27/2025,GL
982.39,projectC,daca5569-5628-445c-9993-c73eefadb912,Nuvei,GBP,ninja corp,DISCOUNT_FEE,10/24/2025,GD
312.01,projectA,1a9749c0-3017-4db5-b002-ff855a97250a,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/11/2025,PN
75.45,projectC,52d019c3-b936-4939-9a14-4d60deecd576,stripe,USD,ninja corp,CHARGEBACK,10/23/2025,TF
773,projectC,3584f25d-c666-471f-a3d4-634e48b0bc72,Nuvei,EUR,metasa-m,DISCOUNT_FEE,10/11/2025,JO
787.71,projectA,f18fb882-aab0-4b5a-a02d-f0a1a2ddc89b,Nuvei,USD,metasa-m,CAPTURE_FEE,10/25/2025,UY
998.29,projectA,5f7fed71-c78e-4fe3-bf76-225682af46e3,stripe,EUR,proto-m,VAT,10/5/2025,PK
750.45,projectC,426730a9-86dc-423b-ac3d-acda965c3c92,FS Acquiring,USD,metasa-m,CAPTURE_FEE,10/13/2025,MX
540.22,projectB,86c877c8-6505-4142-ad33-a4ad46daf4f3,FS Acquiring,EUR,proto-m,CHARGEBACK,10/22/2025,NL
992.4,projectB,159f93d4-a96e-442d-b2a5-e6a3512116b0,stripe,GBP,proto-m,SALE,10/24/2025,KR
602.71,projectB,1c785d22-abc5-44fa-bd28-6bf9b47c907a,stripe,GBP,proto-m,SALE,10/2/2025,LA
136.79,projectB,2c32cce7-4be0-4126-9e2d-3fef867e7c98,stripe,GBP,metasa-m,SALE,10/1/2025,ZM
127.63,projectC,adfb658b-d19e-4f32-a3ab-e63995c9117d,FS Acquiring,GBP,proto-m,SALE,10/20/2025,SS
529.24,projectB,9f6df091-5608-4fc6-82ec-7ee886be7cee,Nuvei,USD,proto-m,DISCOUNT_FEE,10/26/2025,VC
628.54,projectA,f241488c-8cab-40da-bc8b-dacea758b41e,Nuvei,EUR,ninja corp,SALE,10/3/2025,KZ
13.21,projectA,ad3e6167-655c-43c3-8dcf-3b8bd91648b8,FS Acquiring,USD,proto-m,VAT,10/29/2025,LY
362.12,projectA,0fd9ba7e-0463-4804-9113-9a17a7b7b345,Nuvei,EUR,proto-m,CHARGEBACK,10/11/2025,KM
189.89,projectC,f96475e4-aec0-43e8-b613-856cd4ae4c81,Nuvei,GBP,ninja corp,CAPTURE_FEE,10/2/2025,SS
798.23,projectC,e402aa1b-2677-4114-91d8-4a3f2f87705d,stripe,GBP,ninja corp,DISCOUNT_FEE,10/23/2025,TT
169.39,projectC,85a6d1df-be32-4896-9b1b-30dc98f41cb9,stripe,EUR,proto-m,CAPTURE_FEE,10/10/2025,EC
126.48,projectB,6f96d8ce-5697-47dc-8b13-c2bed1fc6d72,stripe,USD,proto-m,VAT,10/14/2025,LT
752.64,projectB,db14ae7d-8cc4-4e62-95b2-08a3e2b7620e,Nuvei,EUR,ninja corp,CAPTURE_FEE,10/21/2025,CU
219.69,projectC,5cc3ccda-2839-44d7-8356-7e8a9045458e,stripe,USD,proto-m,VAT,10/10/2025,CX
700.07,projectC,960fda0d-eac6-43bd-bebe-6f8cde608270,FS Acquiring,USD,metasa-m,SALE,10/16/2025,GG
526.11,projectA,192e6676-f632-4b8c-b03d-bb71365b4d2a,FS Acquiring,USD,metasa-m,CHARGEBACK,10/12/2025,CM
355.87,projectA,62805de4-9ba7-4944-b90c-e20a9fe18e0d,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/8/2025,MF
510.9,projectA,f4fe53ee-2277-4647-868f-3b1f79ba7eae,stripe,GBP,proto-m,CAPTURE_FEE,10/25/2025,AZ
22.07,projectA,b5223652-5de5-42eb-a843-e8826536e4b4,Nuvei,EUR,ninja corp,CAPTURE_FEE,10/12/2025,AO
29.29,projectA,943d9efc-9153-48e9-a35c-7e27f18a3039,Nuvei,EUR,metasa-m,CHARGEBACK,10/11/2025,HN
697.48,projectA,b582a87b-27b1-497d-955a-9f813234b48f,Nuvei,EUR,ninja corp,SALE,10/15/2025,CX
719.98,projectC,d98888d0-8b1a-4f5f-b136-f485051ad4b0,Nuvei,USD,metasa-m,CHARGEBACK,10/21/2025,GY
780.45,projectC,11b74d6e-ea46-42d1-a7ea-29880ec92a9a,FS Acquiring,EUR,ninja corp,REFUND,10/3/2025,PT
732.9,projectA,e72515bd-2b69-4ca0-834a-6d34bd76935a,Nuvei,GBP,ninja corp,CAPTURE_FEE,10/6/2025,HN
642.68,projectB,b9cf1c85-e40b-4f11-93c2-73b5eb006342,FS Acquiring,EUR,proto-m,CHARGEBACK,10/2/2025,HK
250.42,projectA,bbeb746f-eb5d-4067-8fe5-f1f6f0c99627,FS Acquiring,GBP,proto-m,VAT,10/21/2025,MN
738.74,projectB,9d87f3ad-cf36-47c1-90b7-242af1f89180,stripe,GBP,ninja corp,CAPTURE_FEE,10/20/2025,AW
300.85,projectB,232645c5-c102-4354-962d-eda8ae659265,FS Acquiring,USD,proto-m,SALE,10/11/2025,DE
717.49,projectB,8ae45c3a-f9d8-496d-a453-723730495f1a,Nuvei,USD,metasa-m,CAPTURE_FEE,10/16/2025,MK
107.64,projectB,1c6ac8b3-a398-40d7-b1ad-bee3417549fc,Nuvei,GBP,ninja corp,CAPTURE_FEE,10/25/2025,TL
374.59,projectA,02394e7d-3cd5-4e90-b72d-27035ca78ae6,stripe,USD,ninja corp,CHARGEBACK,10/24/2025,CZ
701.44,projectB,bf312777-4c5a-41b8-8107-d5a0544edeb4,Nuvei,GBP,proto-m,CAPTURE_FEE,10/29/2025,NZ
395.43,projectA,c90aed2e-2085-4f76-b02a-d5781d021e58,Nuvei,GBP,proto-m,REFUND,10/12/2025,TR
482.09,projectC,e7adf5d5-3b7e-4096-ac24-128f94781ad7,FS Acquiring,GBP,ninja corp,VAT,10/18/2025,IO
338.2,projectA,40ce135c-3d90-447a-aecf-c4220c201ade,stripe,GBP,metasa-m,REFUND,10/4/2025,NI
49.33,projectB,3eb5a58f-cbe8-4759-8315-e277b3525a90,FS Acquiring,USD,ninja corp,CAPTURE_FEE,10/11/2025,JM
126.53,projectC,6bf36f5e-1c59-4cd5-aa6f-cc6cf07b172d,stripe,EUR,metasa-m,VAT,10/25/2025,SA
266.53,projectB,8232f8f7-c794-4daa-ac44-8299fdb740f2,Nuvei,GBP,proto-m,CAPTURE_FEE,10/2/2025,VN
447.24,projectC,1dedad5c-b436-427c-97d4-de8948981640,stripe,EUR,proto-m,REFUND,10/7/2025,PS
947.18,projectC,6744de94-eab6-43e7-a2b6-b397bccd5301,Nuvei,USD,ninja corp,VAT,10/4/2025,BT
566.17,projectB,846f97a3-8a2f-43d3-8d5c-cbe905ee0ce3,Nuvei,GBP,proto-m,REFUND,10/5/2025,MK
815.41,projectB,4929f9c7-7dc7-4965-afdc-d4a4d96668c0,FS Acquiring,EUR,ninja corp,CHARGEBACK,10/9/2025,DO
20.54,projectA,cf8245a5-9af3-454c-b548-1e943672c8eb,Nuvei,USD,proto-m,CHARGEBACK,10/15/2025,LB
243.09,projectB,bb5f2926-115b-477f-b9f7-6986f627cdb1,FS Acquiring,GBP,metasa-m,SALE,10/19/2025,CY
566.41,projectB,c897250f-a748-4686-987f-da3d5787c471,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/2/2025,ID
390.92,projectA,a6d2d766-55cc-46eb-9867-05054c2e0751,stripe,USD,proto-m,SALE,10/29/2025,MX
513.66,projectC,31922df9-9682-4534-a61a-bfa5c248d468,stripe,USD,proto-m,VAT,10/1/2025,PA
318.72,projectC,bb249e43-7b22-4e27-aa5c-29b282f2ad7e,FS Acquiring,GBP,ninja corp,SALE,10/11/2025,CU
793.15,projectA,1f1b21a5-b208-458c-b344-ebbbdf4ede3a,Nuvei,GBP,ninja corp,CHARGEBACK,10/27/2025,FK
371.35,projectA,3c8c6745-3d60-4e56-ad57-fc280dc02cc9,stripe,GBP,metasa-m,VAT,10/8/2025,DM
277.46,projectC,d10cf58b-9d5c-4369-8c65-a98917d41077,FS Acquiring,USD,proto-m,VAT,10/6/2025,HR
850.6,projectC,63d86a95-213c-4d26-a66f-4ddb9883aa24,FS Acquiring,USD,ninja corp,REFUND,10/29/2025,SC
536.52,projectC,5585f525-9d6a-494d-8bb2-237b031dfb5e,Nuvei,USD,ninja corp,SALE,10/13/2025,HU
509,projectB,f92188b7-f141-4dbb-8c9a-2f25db8d3ef0,FS Acquiring,USD,ninja corp,CHARGEBACK,10/10/2025,SX
513.05,projectA,7a941bc5-b0cd-4fb8-a9d5-a427a8554b62,Nuvei,GBP,ninja corp,REFUND,10/31/2025,MK
282.29,projectB,77fb51cd-11dd-4993-88af-782a909d5e8d,Nuvei,USD,ninja corp,CAPTURE_FEE,10/7/2025,TL
582.29,projectB,1a192269-8e3e-427c-b13a-2620e0e34cf8,stripe,USD,proto-m,REFUND,10/20/2025,JP
405.88,projectC,ecfe10a8-18c8-430b-826b-0cc4fb09b8c2,stripe,EUR,ninja corp,VAT,10/25/2025,FR
949.94,projectB,67640da2-867a-4afc-a35a-6343e20b3139,Nuvei,USD,metasa-m,DISCOUNT_FEE,10/13/2025,ET
621.07,projectA,2343ecec-0768-4cf3-833b-88040d889868,Nuvei,GBP,metasa-m,REFUND,10/4/2025,NP
555.6,projectC,0c852105-70f4-43c2-982d-c1765d331c27,Nuvei,GBP,proto-m,SALE,10/18/2025,LR
415.16,projectB,76f414b1-4f59-4575-9012-ca0f069e89bd,FS Acquiring,EUR,proto-m,VAT,10/3/2025,TH
399.39,projectA,454ec802-ac4d-4773-ab12-de42c20f1883,stripe,USD,metasa-m,DISCOUNT_FEE,10/22/2025,SR
949.84,projectA,7d216d6d-9ff8-4a4a-b0aa-eca1fd6ac819,FS Acquiring,EUR,proto-m,DISCOUNT_FEE,10/5/2025,AU
94.5,projectA,7ac6c9ed-234e-47af-aac5-b345b152c086,Nuvei,GBP,metasa-m,REFUND,10/5/2025,GG
27.86,projectC,ac8c7940-6132-452e-8ea3-8fe6111d27be,FS Acquiring,USD,ninja corp,REFUND,10/29/2025,UZ
374.37,projectC,bd53d77e-ed29-4bac-a49f-f47e91ca2c64,stripe,GBP,metasa-m,DISCOUNT_FEE,10/13/2025,PW
106.52,projectA,5dbad83c-e003-4d87-8bb5-f4e6bcc72c0a,stripe,EUR,ninja corp,SALE,10/22/2025,DO
644.95,projectB,c6c86f09-119b-4c48-ae75-baef4404ff41,FS Acquiring,EUR,metasa-m,REFUND,10/13/2025,QA
370.12,projectC,76d0855d-1b7e-474d-89fc-7cbd5dbece53,FS Acquiring,GBP,metasa-m,REFUND,10/29/2025,TZ
399.88,projectC,856e2a25-d6b9-4453-b4cb-ef0ab1451007,stripe,USD,ninja corp,SALE,10/18/2025,KH
89.37,projectB,c1da23cc-0aa1-41a9-ba41-a1a78fca9f75,Nuvei,USD,proto-m,DISCOUNT_FEE,10/28/2025,AZ
29.8,projectA,05b99f02-fb78-4b43-89a6-fb7887b06fb4,stripe,EUR,ninja corp,CHARGEBACK,10/20/2025,BW
139.41,projectA,2207972d-627c-4f4f-a0e6-0e56755798c0,Nuvei,GBP,metasa-m,SALE,10/11/2025,IQ
81.02,projectB,4003ff6e-a573-4788-969b-16ca0e7adf19,Nuvei,EUR,proto-m,SALE,10/18/2025,MC
816.93,projectB,725d057a-61f8-4316-b548-5c6734f810b1,stripe,EUR,metasa-m,SALE,10/23/2025,KP
802.51,projectC,4921fa95-740c-4bef-9fd0-0d3a3bf03546,FS Acquiring,GBP,proto-m,VAT,10/14/2025,AR
899.74,projectA,c5496217-c7fe-4d08-a0bd-5013c94f46d0,Nuvei,GBP,ninja corp,REFUND,10/14/2025,RS
605.92,projectC,e5e5f3ad-e7d8-467f-8fa5-d0652ef21529,FS Acquiring,EUR,metasa-m,SALE,10/10/2025,SI
4.91,projectB,8d6925b7-fad0-4606-8c82-7d5dc59737a0,Nuvei,EUR,ninja corp,SALE,10/4/2025,AX
959.56,projectA,1c3c5ca9-6296-432a-b0d2-1fea40c2466f,stripe,USD,metasa-m,CHARGEBACK,10/11/2025,ID
555.93,projectB,dac8406b-9f0b-4186-be1c-935aa040f8c9,stripe,USD,metasa-m,VAT,10/15/2025,UZ
377.78,projectA,c09a3d2a-b624-40a5-9edc-e065f000af15,FS Acquiring,USD,metasa-m,CAPTURE_FEE,10/27/2025,PR
278.38,projectC,75b638ba-0aa9-490e-9af3-edb4fa321be9,FS Acquiring,EUR,ninja corp,REFUND,10/9/2025,NO
324.99,projectC,c21c8c27-8b29-44e4-8179-1e3f41e795b0,Nuvei,USD,proto-m,REFUND,10/15/2025,PA
347.09,projectB,82dbc6f2-dfc9-48c3-9bfa-6b9ad59c7eda,FS Acquiring,GBP,metasa-m,VAT,10/25/2025,DE
845.32,projectA,3e1acadb-f0b7-422b-81bc-fbcc177245b8,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/12/2025,SR
475.25,projectC,ae331449-9389-42c1-b419-dfcd0b029a24,FS Acquiring,EUR,proto-m,CHARGEBACK,10/25/2025,BO
0.7,projectA,cffc29bd-20f4-489e-86e7-8b90e08335c7,FS Acquiring,GBP,metasa-m,VAT,10/14/2025,SM
399.68,projectB,7b212c5d-47b0-4ce0-b379-4e2d9603e085,Nuvei,GBP,ninja corp,CHARGEBACK,10/21/2025,PE
444.69,projectA,47576911-1655-4c4a-a39e-0fac4768f249,FS Acquiring,GBP,proto-m,DISCOUNT_FEE,10/17/2025,MN
617.83,projectB,0e4b16c2-dce7-4247-b959-0d98542adac3,Nuvei,USD,proto-m,DISCOUNT_FEE,10/9/2025,LK
195.39,projectC,3a30f3be-72a1-43c8-b223-c20fee63dea3,FS Acquiring,GBP,metasa-m,SALE,10/13/2025,PA
133.8,projectC,22b56e95-7853-4439-a34c-4103fe4ec8e5,FS Acquiring,GBP,proto-m,VAT,10/10/2025,FO
684.73,projectB,3d17aab5-d5f4-4b41-95ad-6529af2d7711,stripe,EUR,ninja corp,CHARGEBACK,10/15/2025,NR
472.12,projectC,69c81e88-b7ac-4858-890d-c732da26035f,Nuvei,GBP,proto-m,DISCOUNT_FEE,10/14/2025,NL
757.26,projectA,6f4daa58-96b4-48e4-b6ee-ad3724106130,stripe,GBP,proto-m,CAPTURE_FEE,10/3/2025,TF
435.27,projectA,b9dc6a1a-3f14-4c83-a4cd-278fc16473be,stripe,USD,metasa-m,REFUND,10/31/2025,PG
83.59,projectB,603d7ab4-05e8-49ff-ad9e-c18aacfbeda1,Nuvei,EUR,metasa-m,CHARGEBACK,10/2/2025,MN
133.03,projectB,2539d546-6825-4bc7-9576-02f57f37e35e,Nuvei,USD,ninja corp,DISCOUNT_FEE,10/9/2025,MT
256.81,projectA,7a34766d-29b6-452d-8281-929ad02b7e40,FS Acquiring,GBP,metasa-m,REFUND,10/1/2025,US
173.28,projectC,1ea9f8b8-5ed7-42d7-9f70-f52fddc1d159,FS Acquiring,USD,proto-m,DISCOUNT_FEE,10/19/2025,FK
780.68,projectB,b23603a0-db67-4646-9977-a34a637c3edf,Nuvei,GBP,ninja corp,VAT,10/22/2025,IN
742.83,projectB,83dad8eb-54ea-4e77-baa3-aef5ceacca61,stripe,EUR,proto-m,SALE,10/9/2025,PR
475.16,projectA,b4797d1a-8baa-4f4f-a70a-a1d9395560e8,FS Acquiring,GBP,proto-m,VAT,10/4/2025,NR
95.44,projectC,4f08b960-53f1-4a08-989f-d1582ed7878c,Nuvei,USD,metasa-m,CHARGEBACK,10/15/2025,RS
638.33,projectA,d8c466d4-ddad-42c9-86f1-a43883453e13,stripe,GBP,proto-m,DISCOUNT_FEE,10/18/2025,SO
998.67,projectC,ad856b2d-4910-4c14-990d-07337eafa465,stripe,EUR,metasa-m,SALE,10/19/2025,TV
463.51,projectA,abb7a680-7a35-4c97-b518-3a7af7ceb006,FS Acquiring,EUR,metasa-m,VAT,10/31/2025,SX
12.92,projectC,d8976151-5548-4db7-b0b2-8632349ed86a,Nuvei,GBP,metasa-m,REFUND,10/31/2025,IT
510,projectC,e73a5cc9-df85-40fb-8ce0-4d0384e9a52a,stripe,GBP,ninja corp,VAT,10/8/2025,DM
948.3,projectC,e29addb5-8a0f-4621-bfe6-339f48af00ae,stripe,USD,metasa-m,DISCOUNT_FEE,10/5/2025,LU
625.31,projectC,69e86f4c-daca-41a0-ab8a-79d3faa7b43d,Nuvei,GBP,metasa-m,DISCOUNT_FEE,10/1/2025,GB
660.03,projectC,9ee234bb-06d0-434c-b9d3-e8bbb35375ce,Nuvei,EUR,proto-m,CHARGEBACK,10/30/2025,NR
150.1,projectB,e37b3056-8d86-4c0c-8ca6-77361a4392b0,FS Acquiring,GBP,metasa-m,DISCOUNT_FEE,10/19/2025,BM
989.56,projectC,0ab2dadf-002f-43ce-b8e3-6095e82852b9,Nuvei,GBP,ninja corp,VAT,10/13/2025,GA
485.13,projectA,c6a177c0-c5fe-43fa-9381-6d55ed3552f8,FS Acquiring,GBP,ninja corp,DISCOUNT_FEE,10/8/2025,LT
846.37,projectB,76eebbfe-89ec-47bf-b720-a689b419759f,stripe,GBP,metasa-m,REFUND,10/4/2025,FK
121.77,projectA,42638c8a-d51c-4080-8a0e-9ab67bb46074,Nuvei,USD,proto-m,REFUND,10/21/2025,VE
854.43,projectC,7b44cbe5-72a6-4478-87a9-967004445238,stripe,USD,ninja corp,CHARGEBACK,10/26/2025,MX
760.28,projectB,4e0a3e58-7f47-4413-b39a-c15c4f870885,stripe,EUR,proto-m,REFUND,10/8/2025,RO
309.48,projectA,cc345a15-71d8-4bfc-ab3f-f815a101954b,stripe,EUR,metasa-m,DISCOUNT_FEE,10/4/2025,SN
289.1,projectA,18784c74-8a64-437a-80da-54b560fb129e,stripe,GBP,metasa-m,REFUND,10/12/2025,HR
